,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
30,London,51.507442,-0.142527,Hatchards,51.50864787186805,-0.13806389640424624,Bookstore
31,London,51.507442,-0.142527,Keeper's House,51.50894976839013,-0.13929329814114172,Art Gallery
32,London,51.507442,-0.142527,Benares,51.509667239923154,-0.14523434700718685,Indian Restaurant
33,London,51.507442,-0.142527,Dior,51.51067583208067,-0.14268900146942398,Clothing Store
34,London,51.507442,-0.142527,Chanel,51.51074732169219,-0.14288385446462465,Boutique
35,London,51.507442,-0.142527,Minamoto Kitchoan Japanese Confectionary,51.50875715019578,-0.13795443334594365,Dessert Shop
36,London,51.507442,-0.142527,Patek Philippe,51.51051341308187,-0.14258637764055335,Watch Shop
37,London,51.507442,-0.142527,Loulou's,51.50633532642817,-0.1474951374875801,Social Club
38,London,51.507442,-0.142527,Chutney Mary,51.505661731000245,-0.1386507201732926,Indian Restaurant
39,London,51.507442,-0.142527,Quaglino's,51.50761233843195,-0.1389411711324899,Restaurant
40,London,51.507442,-0.142527,Bates Hats,51.50783488726029,-0.13898715187249516,Men's Store
41,London,51.507442,-0.142527,Hakkasan,51.51046004307786,-0.14474063642022095,Cantonese Restaurant
42,London,51.507442,-0.142527,Berry Bros & Rudd,51.50550531852829,-0.1382551383347132,Wine Shop
43,London,51.507442,-0.142527,CHANEL Boutique,51.510669930603584,-0.14311980335310182,Boutique
44,London,51.507442,-0.142527,Smart Turnout London,51.50861558467832,-0.13776898384094238,Men's Store
45,London,51.507442,-0.142527,Christie's,51.506468359939404,-0.13740833459286372,Art Gallery
46,London,51.507442,-0.142527,Diamond Jubilee Tea Salon,51.50818280532083,-0.13847303307163822,Tea Room
47,London,51.507442,-0.142527,西安凉皮肉夹馍 Murger Hanhan,51.509303709488314,-0.13805865316650984,Chinese Restaurant
48,London,51.507442,-0.142527,Berkeley Square,51.50974408422756,-0.1458907127380371,Plaza
49,London,51.507442,-0.142527,Burberry,51.5103915,-0.1388527,Clothing Store
50,London,51.507442,-0.142527,Leica Store,51.51091859543777,-0.14516769574260546,Camera Store
51,London,51.507442,-0.142527,Thomas Pink,51.508148578461885,-0.13763802240915018,Men's Store
52,London,51.507442,-0.142527,Hackett,51.50822489424645,-0.13744671745980844,Men's Store
53,London,51.507442,-0.142527,Spencer House,51.5051827979047,-0.13975606135688912,Historic Site
54,London,51.507442,-0.142527,Huntsman & Sons,51.51070871442628,-0.14028911053020782,Tailor Shop
55,London,51.507442,-0.142527,Phillips,51.51038095586057,-0.14701724980743194,Art Gallery
56,London,51.507442,-0.142527,Paxton & Whitfield,51.5084995101647,-0.13692836498876074,Cheese Shop
57,London,51.507442,-0.142527,Halcyon Gallery,51.511451895107896,-0.1437357255886561,Art Gallery
58,London,51.507442,-0.142527,Gaucho,51.50981628547017,-0.1377107640616223,Argentinian Restaurant
59,London,51.507442,-0.142527,Bentley's Oyster Bar & Grill,51.50952341778375,-0.13755050443815142,Seafood Restaurant
60,London,51.507442,-0.142527,Crockett & Jones,51.50843832098978,-0.1370933466041096,Shoe Store
61,London,51.507442,-0.142527,The Oxford and Cambridge Club,51.50574371201128,-0.13665478376563214,Lounge
62,London,51.507442,-0.142527,Maison Assouline,51.50894147878928,-0.13723426903447472,Bookstore
63,London,51.507442,-0.142527,BAFTA Members Bar,51.508790563993436,-0.13766438325986965,Lounge
64,London,51.507442,-0.142527,White Cube,51.507568429577645,-0.1374030293357884,Art Gallery
65,London,51.507442,-0.142527,Penhaligon's,51.51081174794199,-0.1385460460320968,Perfume Shop
66,London,51.507442,-0.142527,Waterstones,51.50925645082526,-0.13609369329961535,Bookstore
67,London,51.507442,-0.142527,Crosstown Doughnuts,51.50903840285838,-0.1370082721251783,Donut Shop
68,London,51.507442,-0.142527,Sotheby's,51.51176412416014,-0.14384696362632585,Art Gallery
69,London,51.507442,-0.142527,Charles Tyrwhitt,51.50840941347161,-0.13621196150779724,Men's Store
70,London,51.507442,-0.142527,Godiva,51.51132289096153,-0.13914506207768562,Chocolate Shop
71,London,51.507442,-0.142527,St James's Palace,51.504632202492274,-0.13688784223702735,Palace
72,London,51.507442,-0.142527,Geo. F. Trumper,51.50847367141197,-0.13631251257629193,Salon / Barbershop
73,London,51.507442,-0.142527,The East India Club,51.507270876711885,-0.13614397149084287,Lounge
74,London,51.507442,-0.142527,Kahve Dünyası (Kahve Dunyasi),51.50925365838018,-0.13636260069397133,Coffee Shop
75,R0,41.88182018181819,12.4625,Il Cortile,41.88013793253512,12.46218581081872,Italian Restaurant
76,R0,41.88182018181819,12.4625,Le Cafe Vert,41.881263,12.460642,Café
77,R0,41.88182018181819,12.4625,Teatro Vascello,41.882472873478044,12.460720236478153,Theater
78,R0,41.88182018181819,12.4625,La Gourmandise,41.87886839999999,12.462238699999999,Ice Cream Shop
79,R0,41.88182018181819,12.4625,Il Focolare,41.882733827867405,12.46173680978834,Italian Restaurant
80,R0,41.88182018181819,12.4625,Da Simone,41.88479133831849,12.46093063615286,Pizza Place
81,R0,41.88182018181819,12.4625,Villa Sciarra,41.884188143403904,12.463834228326569,Park
82,R0,41.88182018181819,12.4625,Lumie di sicilia,41.88521831538716,12.459615331886086,Restaurant
83,R0,41.88182018181819,12.4625,EasyFitclub Trastevere,41.87894130884253,12.466057884845819,Gym
84,R0,41.88182018181819,12.4625,Trilussa Palace Congress & Spa,41.879947183147024,12.466595205095725,Hotel
85,R0,41.88182018181819,12.4625,Dolci Desideri,41.88049398980678,12.460666101308535,Dessert Shop
86,R0,41.88182018181819,12.4625,Osteria Tutto Qua,41.88077802873268,12.460682077289158,Restaurant
87,R0,41.88182018181819,12.4625,Gli Archi Caffetteria,41.8852536142725,12.461563665624055,Bar
88,R0,41.88182018181819,12.4625,L'Orange,41.880630701080754,12.467009140062311,Italian Restaurant
89,R0,41.88182018181819,12.4625,Litro,41.88516559845157,12.461277682662649,Winery
90,R0,41.88182018181819,12.4625,B&B Bamboo Roma,41.88323868329898,12.457983770643024,Hotel
91,R0,41.88182018181819,12.4625,Il Vascello dai Sardi,41.882445000000004,12.460005,Italian Restaurant
92,R0,41.88182018181819,12.4625,Roadhouse Grill,41.87971952664142,12.466632807714419,American Restaurant
93,R0,41.88182018181819,12.4625,"Homebaked ""Grandma's Kitchen""",41.88523349702036,12.460473747469404,Bakery
94,R0,41.88182018181819,12.4625,Beveria Monteverde,41.883950117421314,12.45775580406189,Italian Restaurant
95,R0,41.88182018181819,12.4625,Hostel Trustever,41.87856411009421,12.466319663468832,Hostel
96,R0,41.88182018181819,12.4625,Stazione Quattro Venti (FL3),41.87854587437627,12.458480385390425,Train Station
97,R0,41.88182018181819,12.4625,Osteria Mangiafuoco KM0,41.88033,12.4632,Diner
98,R0,41.88182018181819,12.4625,Al Grammelot,41.88403486650318,12.460788837069918,Winery
99,R0,41.88182018181819,12.4625,Piazza Ippolito Nievo,41.880189699722045,12.467025513966789,Plaza
100,R0,41.88182018181819,12.4625,China Garden,41.88026824280475,12.466634163085432,Chinese Restaurant
101,R0,41.88182018181819,12.4625,Antica Roma,41.88008602626912,12.461858830483385,Food
102,R0,41.88182018181819,12.4625,doc*,41.878041069191056,12.4603127205879,Supermarket
103,R0,41.88182018181819,12.4625,Villa Maria,41.882740000000005,12.46337,Hotel
104,R0,41.88182018181819,12.4625,alice pizza via quattro venti,41.8819413261691,12.458403649918447,Pizza Place
105,R0,41.88182018181819,12.4625,Caffe Fiorini,41.88192369299726,12.456646465530353,Café
106,R0,41.88182018181819,12.4625,Koi,41.880404999999996,12.46665,Asian Restaurant
107,R0,41.88182018181819,12.4625,largo oriani,41.87835733685297,12.46027912962445,Plaza
108,R0,41.88182018181819,12.4625,Finn Irish Pub,41.882362,12.456748,Irish Pub
109,R1,41.88182018181819,12.475,Remo,41.880931277448795,12.475499001484847,Pizza Place
110,R1,41.88182018181819,12.475,Il Gianfornaio,41.88179749006553,12.47682103745769,Café
111,R1,41.88182018181819,12.475,Trapizzino,41.87955581704802,12.473826155002492,Sandwich Place
112,R1,41.88182018181819,12.475,Antico Forno a Testaccio,41.88081,12.474219999999999,Italian Restaurant
113,R1,41.88182018181819,12.475,Piazza dell'Emporio,41.88284996775813,12.476241553618719,Plaza
114,R1,41.88182018181819,12.475,Piazza Testaccio,41.87962979912369,12.477075849202835,Plaza
115,R1,41.88182018181819,12.475,Buco della Serratura Priorato dei Cavalieri di Malta,41.882944853399295,12.478565649986686,Scenic Lookout
116,R1,41.88182018181819,12.475,L'Oasi della Birra,41.87976116706222,12.477305130292391,Gastropub
117,R1,41.88182018181819,12.475,Giolitti,41.88196192360798,12.475770761211322,Ice Cream Shop
118,R1,41.88182018181819,12.475,Lo Scopettaro,41.88238643535156,12.47506790217586,Italian Restaurant
119,R1,41.88182018181819,12.475,Agustarello,41.87948232268625,12.473713227409467,Italian Restaurant
120,R1,41.88182018181819,12.475,Giardino Storico Di Sant'Alessio,41.883858925027226,12.47898111793936,Park
121,R1,41.88182018181819,12.475,Piazza dei Cavalieri di Malta,41.88290830955013,12.478563761054945,Plaza
122,R1,41.88182018181819,12.475,Hotel San Anselmo,41.88218166693303,12.479314262946296,Hotel
123,R1,41.88182018181819,12.475,Piazza Santa Maria Liberatrice,41.880176419074814,12.475155298730426,Plaza
124,R1,41.88182018181819,12.475,Rec23,41.88260685635554,12.476173679582816,Cocktail Bar
125,R1,41.88182018181819,12.475,Volpetti,41.879022283043604,12.478835266474881,Gourmet Shop
126,R1,41.88182018181819,12.475,Felice a Testaccio,41.8785309117497,12.477358983308251,Roman Restaurant
127,R1,41.88182018181819,12.475,Volpetti Più,41.87899561436765,12.478419542312622,Fast Food Restaurant
128,R1,41.88182018181819,12.475,Villa San Pio,41.881861074726274,12.480859429234366,Hotel
129,R1,41.88182018181819,12.475,Linari,41.879324670418136,12.474603222310874,Dessert Shop
130,R1,41.88182018181819,12.475,Panna & Co,41.88046888498265,12.477775766320374,Ice Cream Shop
131,R1,41.88182018181819,12.475,Taverna Volpetti,41.87921,12.478492,Trattoria/Osteria
132,R1,41.88182018181819,12.475,Caffè Barberini,41.878968332633406,12.478881628514713,Café
133,R1,41.88182018181819,12.475,Basilica di Santa Sabina all'Aventino,41.88430617196777,12.479974640953126,Church
134,R1,41.88182018181819,12.475,Nuovo Mercato di Testaccio,41.8775449034306,12.473687641224807,Market
135,R1,41.88182018181819,12.475,Masto,41.877873,12.477364,Wine Bar
136,R1,41.88182018181819,12.475,Brivido,41.87935,12.475802999999999,Ice Cream Shop
137,R1,41.88182018181819,12.475,Nuovo Sacher,41.884559751277905,12.472520592257489,Indie Movie Theater
138,R1,41.88182018181819,12.475,Hotel San Francesco,41.88495491835921,12.472535671124605,Hotel Bar
139,R1,41.88182018181819,12.475,La Fraschetta di Mastro Giorgio,41.8786153916249,12.477567213555579,Italian Restaurant
140,R1,41.88182018181819,12.475,Mordi & Vai,41.87754403486911,12.473317097782495,Sandwich Place
141,R1,41.88182018181819,12.475,Cantina Ripagrande,41.88580732628937,12.472720378929601,Café
142,R1,41.88182018181819,12.475,"Trattoria ""Da Oio"" A Casa Mia",41.87790098357189,12.47710944515142,Italian Restaurant
143,R1,41.88182018181819,12.475,Trattoria Perilli,41.87889707472485,12.478918191655312,Trattoria/Osteria
144,R1,41.88182018181819,12.475,Taja e Coci,41.88058605808137,12.469995755731533,Steakhouse
145,R1,41.88182018181819,12.475,Greenwich,41.878752921985345,12.47410108671469,Multiplex
146,R1,41.88182018181819,12.475,Antico Tevere,41.881158168806635,12.471051140577886,Italian Restaurant
147,R1,41.88182018181819,12.475,Il Seme E La Foglia,41.877438968030994,12.476000888598865,Bar
148,R1,41.88182018181819,12.475,Worldhotel Ripa Roma,41.88271121604156,12.470612192388925,Hotel
149,R1,41.88182018181819,12.475,Pasticcerie Giovanni Cecere,41.881702585988045,12.469082232112337,Dessert Shop
150,R1,41.88182018181819,12.475,Ripa Place,41.88266096933263,12.470580823583804,Italian Restaurant
151,R1,41.88182018181819,12.475,Eat & Sleep,41.882891006249366,12.46965820546098,Bed & Breakfast
152,R1,41.88182018181819,12.475,Fermata Del 3 - Ministero Pubblica Istruzione,41.88466904008641,12.470469443595002,Light Rail Station
153,R2,41.88182018181819,12.4875,Elleniko,41.88087826159646,12.48478837846716,Greek Restaurant
154,R2,41.88182018181819,12.4875,So Good!,41.88113030805293,12.485032760453365,Beer Bar
155,R2,41.88182018181819,12.4875,Stadio delle Terme di Caracalla,41.88189257435194,12.491388609330858,Track Stadium
156,R2,41.88182018181819,12.4875,Casa Manfredi,41.88106120650811,12.485043639912908,Dessert Shop
157,R2,41.88182018181819,12.4875,The Corner,41.88066423779828,12.484344507166707,Restaurant
158,R2,41.88182018181819,12.4875,Il Gelato Di Claudio Torcè,41.881589226999736,12.485642125491395,Ice Cream Shop
159,R2,41.88182018181819,12.4875,Queen Makeda,41.87946362476186,12.485054037804275,Gastropub
160,R2,41.88182018181819,12.4875,Ristorante Apuleius,41.88269078109834,12.482983284706135,Italian Restaurant
161,R2,41.88182018181819,12.4875,Hotel Domus Aventina,41.88330905154275,12.483846489445815,Hotel
162,R2,41.88182018181819,12.4875,Bar Circo Massimo,41.88325839370957,12.487580311694662,Café
163,R2,41.88182018181819,12.4875,Court Delicati,41.881757878686145,12.485786266876463,Chinese Restaurant
164,R2,41.88182018181819,12.4875,Max Roma,41.88318693940416,12.487489418678265,Italian Restaurant
165,R2,41.88182018181819,12.4875,Marco Martini Chef,41.880626,12.484702,Restaurant
166,R2,41.88182018181819,12.4875,Papageno,41.88063149743012,12.484436429324107,Italian Restaurant
167,R2,41.88182018181819,12.4875,Yellow Bar,41.88199615663025,12.485918512563126,Café
168,R2,41.88182018181819,12.4875,Belvedere Romulo e Remo,41.885781936705534,12.48464638104064,Scenic Lookout
169,R2,41.88182018181819,12.4875,Piazza Albania,41.8804507302082,12.483952021370904,Plaza
170,R2,41.88182018181819,12.4875,Sushi e Noodles,41.880750902773755,12.484587190010568,Japanese Restaurant
171,R2,41.88182018181819,12.4875,Gustomassimo,41.88374267333183,12.487588618563738,Gastropub
172,R2,41.88182018181819,12.4875,L'insalata Ricca - Piazza Albania,41.88052549120237,12.484198976932275,Salad Place
173,R2,41.88182018181819,12.4875,Rosso,41.88289,12.48702,Italian Restaurant
174,R2,41.88182018181819,12.4875,Emme Piu,41.88171462362278,12.485488204543946,Supermarket
175,R2,41.88182018181819,12.4875,Angeli e Diavoli,41.878182106267936,12.485514336576106,Pizza Place
176,R2,41.88182018181819,12.4875,Saba Caffè Cucina,41.87836,12.48483,Restaurant
177,R3,41.88182018181819,12.5,Pifebo,41.883754221477844,12.499318517309758,Thrift / Vintage Store
178,R3,41.88182018181819,12.5,Ristorante Orazio,41.879110123425754,12.497828817428458,Italian Restaurant
179,R3,41.88182018181819,12.5,Sacco,41.88122450259442,12.502798786161756,Pizza Place
180,R3,41.88182018181819,12.5,Trattoria Romolo E Remo,41.880381227062045,12.500993909727027,Italian Restaurant
181,R3,41.88182018181819,12.5,contesto urbano,41.88102695800146,12.503984983616323,Restaurant
182,R3,41.88182018181819,12.5,Piazzale Metronio,41.88214689052106,12.499061822891235,Plaza
183,R3,41.88182018181819,12.5,Sma Laterani,41.88349163610609,12.503000672596974,Supermarket
184,R3,41.88182018181819,12.5,Aranciera Di San Sisto,41.88133747268331,12.495436188662346,Nightclub
185,R3,41.88182018181819,12.5,Ristorante Leon,41.88172966673235,12.500936534750807,Restaurant
186,R3,41.88182018181819,12.5,Carrefour Market,41.88061794969231,12.50298684610411,Supermarket
187,R3,41.88182018181819,12.5,Hotel Valeri,41.88314366830421,12.498825682114846,Hotel
188,R3,41.88182018181819,12.5,Piazzale Numa Pompilio,41.879507994375295,12.495655670774234,Plaza
189,R3,41.88182018181819,12.5,Robivecchio,41.880963400695855,12.50297460531694,Pub
190,R3,41.88182018181819,12.5,Largo dell'Amba Aradam,41.87913942614399,12.495163087211,Plaza
191,R4,41.88182018181819,12.5125,Pompi,41.880392493075455,12.513508184379944,Dessert Shop
192,R4,41.88182018181819,12.5125,Re Di Roma Pizza,41.88152374621411,12.513543458577844,Pizza Place
193,R4,41.88182018181819,12.5125,SantoPalato,41.88118,12.510025,Roman Restaurant
194,R4,41.88182018181819,12.5125,Fatamorgana,41.8818005387858,12.515691391804257,Ice Cream Shop
195,R4,41.88182018181819,12.5125,Alba Dolce,41.87955104416819,12.513135784722278,Bakery
196,R4,41.88182018181819,12.5125,Pompi,41.880384653451465,12.513481637097534,Dessert Shop
197,R4,41.88182018181819,12.5125,Trattoria Re Di Roma,41.882799430134384,12.51537081199456,Trattoria/Osteria
198,R4,41.88182018181819,12.5125,La Cannoleria Siciliana,41.8811940601662,12.513883014374885,Cupcake Shop
199,R4,41.88182018181819,12.5125,Trattoria Etruria39,41.87971926890024,12.510028029406605,Restaurant
200,R4,41.88182018181819,12.5125,A Room For Holiday,41.882119,12.5096382,Bed & Breakfast
201,R4,41.88182018181819,12.5125,Forbidden Planet,41.8827860694021,12.516103484946544,Bookstore
202,R4,41.88182018181819,12.5125,Dreaming Rome Hostel,41.881960832639656,12.509289497812846,Hostel
203,R4,41.88182018181819,12.5125,Fiorditè,41.88264,12.515789999999999,Tea Room
204,R4,41.88182018181819,12.5125,Calaluna,41.88461974286822,12.514789489539533,Italian Restaurant
205,R4,41.88182018181819,12.5125,Vintage Bistrot,41.88108644034332,12.5099707574382,Bistro
206,R4,41.88182018181819,12.5125,Bar Pasticceria Cristiani,41.88158856235348,12.508175997228241,Cupcake Shop
207,R4,41.88182018181819,12.5125,Freddo - coniamo il gusto,41.88019600136024,12.508619433453465,Ice Cream Shop
208,R4,41.88182018181819,12.5125,Johnny's Off License,41.884538244992704,12.510328353635476,Beer Store
209,R4,41.88182018181819,12.5125,Ristorante La Scuderia,41.883633,12.513226,Pizza Place
210,R4,41.88182018181819,12.5125,Alice Pizza,41.883769,12.508878999999999,Pizza Place
211,R4,41.88182018181819,12.5125,RivaReno,41.88462001366218,12.509340422346016,Ice Cream Shop
212,R4,41.88182018181819,12.5125,Piazza dei Re di Roma,41.8817317893335,12.515683247780807,Plaza
213,R4,41.88182018181819,12.5125,Rock Side Pub,41.88308893131115,12.508143651493988,Pub
214,R4,41.88182018181819,12.5125,Officine San Giovanni,41.885246,12.511266,Bistro
215,R4,41.88182018181819,12.5125,Shooters,41.88239749059368,12.509191291358864,Pizza Place
216,R4,41.88182018181819,12.5125,O' Sole e Napule,41.882956083407436,12.514436590630305,Pizza Place
217,R4,41.88182018181819,12.5125,Nespresso Boutique,41.88520277464959,12.509555812910266,Coffee Shop
218,R4,41.88182018181819,12.5125,Orsini,41.883078166170996,12.508772404021279,Pizza Place
219,R4,41.88182018181819,12.5125,Eco Blu,41.88359257392767,12.514233388012755,Seafood Restaurant
220,R4,41.88182018181819,12.5125,pepe ristorante,41.880614,12.507692,Pizza Place
221,R4,41.88182018181819,12.5125,Hayashi Sushi,41.88323,12.5104,Sushi Restaurant
222,R4,41.88182018181819,12.5125,Da Simonetta,41.88508115618746,12.511875331138091,Pizza Place
223,R4,41.88182018181819,12.5125,Piazza Tuscolo,41.880563532607816,12.508240322090035,Plaza
224,R4,41.88182018181819,12.5125,Ricomincio Da Tre,41.88234918783546,12.508191998529018,Pizza Place
225,R4,41.88182018181819,12.5125,L'oasi,41.879528,12.510814,Italian Restaurant
226,R4,41.88182018181819,12.5125,Piazzale Appio,41.88568,12.510010000000001,Plaza
227,R4,41.88182018181819,12.5125,Saint John's Terrace,41.881830494210476,12.508761654169971,Bed & Breakfast
228,R4,41.88182018181819,12.5125,Valentini,41.880548655681075,12.508525057575374,Café
229,R4,41.88182018181819,12.5125,Fruitter,41.88430565048757,12.509164465976431,Juice Bar
230,R4,41.88182018181819,12.5125,La Grotta Azzurra,41.885441600881045,12.515403846202785,Seafood Restaurant
231,R4,41.88182018181819,12.5125,Elite,41.881294031778296,12.508254373379671,Supermarket
232,R4,41.88182018181819,12.5125,Saposada,41.880019433197205,12.507781053361981,Italian Restaurant
233,R4,41.88182018181819,12.5125,Sapori & Parole,41.88140655223951,12.515212032880497,Comfort Food Restaurant
234,R4,41.88182018181819,12.5125,Zara,41.88418821548585,12.510851861513705,Clothing Store
235,R4,41.88182018181819,12.5125,Teatro Orione,41.87951448492342,12.515409073980695,Theater
236,R4,41.88182018181819,12.5125,Hotel Re di Roma,41.88177080342125,12.517309156998618,Hotel
237,R4,41.88182018181819,12.5125,Cisalfa,41.885617507862456,12.510370016098022,Sporting Goods Shop
238,R5,41.88182018181819,12.525,Tira & Molla,41.88389,12.522762,Bistro
239,R5,41.88182018181819,12.525,Osteria Del Cavaliere,41.88030275346009,12.519408521849579,Trattoria/Osteria
240,R5,41.88182018181819,12.525,Visiva - La Città dell'Immagine,41.88095076022611,12.527887093480961,Photography Lab
241,R5,41.88182018181819,12.525,Sacco,41.879326242428725,12.527551888498039,Italian Restaurant
242,R5,41.88182018181819,12.525,Royal Thai,41.88414764113244,12.522521279316893,Thai Restaurant
243,R5,41.88182018181819,12.525,COHOUSE Pigneto,41.883917085031094,12.52831780626179,Nightclub
244,R5,41.88182018181819,12.525,La Villetta,41.88620649515112,12.525186102588453,Pizza Place
245,R5,41.88182018181819,12.525,Palestra Mister Gym,41.87791095684587,12.52614432512124,Gym / Fitness Center
246,R5,41.88182018181819,12.525,Profumo di Mirto,41.87761,12.52538,Italian Restaurant
247,R5,41.88182018181819,12.525,Pizzeria Il Pomodoro,41.88154652217706,12.523727719164365,Pizza Place
248,R5,41.88182018181819,12.525,Piazza Ragusa,41.881463877035905,12.523005114064341,Plaza
249,R5,41.88182018181819,12.525,Ristorante Cinese Giapponese Xi Hu,41.88327253670249,12.520304824384773,Asian Restaurant
250,R5,41.88182018181819,12.525,Holiday Inn Express,41.87967860375889,12.525484263896944,Hotel
251,R5,41.88182018181819,12.525,Pescheria Bezziccheri,41.877850009168675,12.524422314032712,Fish Market
252,R5,41.88182018181819,12.525,Villa Fiorelli,41.88483335358851,12.52306673137566,Garden
253,R6,41.89091109090909,12.4625,Terrazza del Gianicolo,41.89155637967782,12.461348446833274,Scenic Lookout
254,R6,41.89091109090909,12.4625,Piazzale Giuseppe Garibaldi,41.89166633536341,12.461133549070475,Plaza
255,R6,41.89091109090909,12.4625,Villa Aurelia,41.88915046554611,12.462164293067069,Hotel
256,R6,41.89091109090909,12.4625,Fontana dell'Acqua Paola,41.88890056827302,12.464357727805938,Fountain
257,R6,41.89091109090909,12.4625,Passeggiata del Gianicolo,41.89270906032422,12.4606710248158,Scenic Lookout
258,R6,41.89091109090909,12.4625,Orto Botanico,41.892273944812395,12.464987559819884,Garden
259,R6,41.89091109090909,12.4625,Antico Arco,41.88839239227618,12.461210974514074,Italian Restaurant
260,R6,41.89091109090909,12.4625,Essenza,41.891814336074454,12.467821302026591,Bistro
261,R6,41.89091109090909,12.4625,Donna Camilla Savelli Hotel,41.889831706534146,12.466432105158106,Resort
262,R6,41.89091109090909,12.4625,Faro del Gianicolo,41.89478171513677,12.46083066574136,Lighthouse
263,R6,41.89091109090909,12.4625,Museo della Repubblica Romana e della memoria garibaldina,41.88843556043207,12.461360054767985,History Museum
264,R6,41.89091109090909,12.4625,Marco G,41.89099227287059,12.466750925231311,Italian Restaurant
265,R6,41.89091109090909,12.4625,Chiesa di San Pietro in Montorio,41.88861216288033,12.46672656477622,Church
266,R6,41.89091109090909,12.4625,Bar Gianicolo,41.88828440662985,12.46133047623281,Café
267,R6,41.89091109090909,12.4625,Donkey Punch/Nel Buco del Mulo (Nel Buco del Mulo),41.89186253524865,12.467814468012119,Sandwich Place
268,R6,41.89091109090909,12.4625,Da Biagio,41.89078681664266,12.468358042191193,Wine Shop
269,R6,41.89091109090909,12.4625,Gelateria Regusto,41.89184737210993,12.468323707580565,Ice Cream Shop
270,R6,41.89091109090909,12.4625,Ristorante Da Massi,41.89181176425018,12.467835763225516,Roman Restaurant
271,R6,41.89091109090909,12.4625,La Scala,41.89102233071778,12.468192377951127,Italian Restaurant
272,R6,41.89091109090909,12.4625,Ristorante La Scala in Trastevere,41.89197389283336,12.467847784061412,Italian Restaurant
273,R6,41.89091109090909,12.4625,Il Baretto,41.88767,12.4663,Cocktail Bar
274,R6,41.89091109090909,12.4625,Orsa Maggiore Roma,41.8946397374896,12.465630885409654,Hostel
275,R6,41.89091109090909,12.4625,Miraggio,41.89419302822276,12.466504376535385,Italian Restaurant
276,R6,41.89091109090909,12.4625,Botticella,41.89031665349201,12.468072649441664,Italian Restaurant
277,R6,41.89091109090909,12.4625,Tempietto del Bramante,41.88878595449496,12.466604028214286,History Museum
278,R6,41.89091109090909,12.4625,Lungara 1940,41.893905,12.466406,Café
279,R6,41.89091109090909,12.4625,Hotel Villa Riari,41.893263525905375,12.464255945019033,Hotel
